true_label,pred_label,churn_probability,error_type,tenure_group,Contract
0,1,0.534024861741259,FP,0-12,Month-to-month
0,0,0.010753484734989455,TN,49-72,Two year
1,0,0.06214063696774788,FN,0-12,Month-to-month
0,0,0.034178679832933975,TN,13-24,One year
0,0,0.3206622023673377,TN,25-48,Month-to-month
0,0,0.163266371928553,TN,49-72,Month-to-month
0,0,0.017502600247486053,TN,49-72,Two year
0,1,0.6153453381618543,FP,0-12,Month-to-month
1,1,0.7064587204791435,TP,0-12,Month-to-month
1,0,0.4738338663662297,FN,0-12,Month-to-month
0,0,0.10259676190842887,TN,25-48,Month-to-month
0,0,0.47476872698466155,TN,49-72,Month-to-month
0,0,0.12935811337489295,TN,49-72,One year
1,0,0.2784815633985823,FN,0-12,Month-to-month
1,0,0.32242357010068357,FN,49-72,One year
0,0,0.06216849557809745,TN,49-72,One year
0,0,0.07436709258077542,TN,49-72,One year
0,0,0.4182835310174778,TN,13-24,Month-to-month
1,1,0.7962482381841118,TP,0-12,Month-to-month
1,1,0.6922459728433266,TP,0-12,Month-to-month
1,1,0.7449846087704162,TP,13-24,Month-to-month
1,0,0.4418046698128527,FN,25-48,Month-to-month
0,0,0.016399261420964956,TN,49-72,Two year
0,0,0.40740490969542154,TN,0-12,Month-to-month
1,1,0.6519709664579992,TP,0-12,Month-to-month
1,1,0.6125224186708914,TP,0-12,Month-to-month
0,0,0.017895929530467213,TN,25-48,Two year
1,0,0.3642514584393863,FN,0-12,Month-to-month
0,0,0.2815693067492451,TN,49-72,Month-to-month
0,0,0.1880997851651078,TN,25-48,Month-to-month
0,0,0.017852987305436423,TN,25-48,Two year
0,0,0.05575214740207469,TN,25-48,One year
0,0,0.014563935240745302,TN,25-48,Two year
0,1,0.5433750021402972,FP,25-48,Month-to-month
0,0,0.01754632060365613,TN,49-72,Two year
0,0,0.012220599011490786,TN,49-72,Two year
0,0,0.07938904804291781,TN,49-72,One year
0,0,0.049466918324809005,TN,49-72,Two year
1,1,0.7435880947514913,TP,0-12,Month-to-month
0,0,0.13316621993660965,TN,49-72,Month-to-month
0,0,0.04589291880628401,TN,0-12,One year
1,0,0.4639041119638343,FN,13-24,Month-to-month
0,0,0.19859374026835558,TN,25-48,Month-to-month
0,0,0.3910346230493756,TN,25-48,Month-to-month
0,0,0.2147219870787599,TN,49-72,One year
1,1,0.6971661471582881,TP,0-12,Month-to-month
1,1,0.8103527572475435,TP,0-12,Month-to-month
0,0,0.10588789117392688,TN,49-72,One year
0,0,0.01801442645391583,TN,13-24,Two year
0,0,0.031665056068318174,TN,49-72,One year
1,0,0.40632243217778113,FN,25-48,Month-to-month
0,0,0.04419692822632532,TN,0-12,One year
0,0,0.09043820019739011,TN,0-12,Month-to-month
1,1,0.7172658385924445,TP,13-24,Month-to-month
0,0,0.016961748798902918,TN,49-72,Two year
1,1,0.619543143092841,TP,25-48,Month-to-month
0,1,0.8243605667692155,FP,0-12,Month-to-month
0,0,0.03821322917226173,TN,13-24,One year
1,0,0.12035961771657981,FN,25-48,Month-to-month
1,0,0.29724155440105393,FN,25-48,Month-to-month
0,0,0.12208057030255,TN,0-12,Month-to-month
0,0,0.04163185484883767,TN,25-48,One year
0,0,0.017268311327033773,TN,49-72,Two year
0,0,0.09896068987926798,TN,0-12,Month-to-month
0,0,0.09428216782570804,TN,49-72,Two year
1,0,0.2526824279833643,FN,49-72,One year
0,0,0.13181540473665745,TN,25-48,Month-to-month
0,0,0.12463961705675844,TN,13-24,Month-to-month
0,0,0.017076359976587824,TN,49-72,Two year
0,0,0.036841909247902455,TN,49-72,Two year
1,1,0.931768813824618,TP,0-12,Month-to-month
1,0,0.29743110566907344,FN,0-12,Month-to-month
0,0,0.06554935668958392,TN,25-48,Month-to-month
1,1,0.7830988405384193,TP,0-12,Month-to-month
1,1,0.5574244701950025,TP,25-48,Month-to-month
0,0,0.009688181697134982,TN,49-72,Two year
0,0,0.016441920288783506,TN,49-72,Two year
1,0,0.13000716189849207,FN,0-12,Month-to-month
0,0,0.02354018380623588,TN,49-72,Two year
1,1,0.8568975179042463,TP,0-12,Month-to-month
1,0,0.41019495621937696,FN,13-24,Month-to-month
0,1,0.8463881608859949,FP,0-12,Month-to-month
1,1,0.8583316931209113,TP,0-12,Month-to-month
0,0,0.07468332998962457,TN,49-72,Month-to-month
1,0,0.37255803576574553,FN,13-24,Month-to-month
0,0,0.025037152975184947,TN,25-48,One year
0,1,0.6501383433826146,FP,25-48,Month-to-month
0,0,0.22328284285966937,TN,49-72,Month-to-month
0,0,0.03600912601699639,TN,0-12,One year
0,0,0.03592104096845912,TN,0-12,Two year
1,0,0.16445348419854625,FN,25-48,Month-to-month
0,0,0.285118015139323,TN,0-12,Month-to-month
0,0,0.019708096125345916,TN,49-72,Two year
0,1,0.5355074393111875,FP,13-24,Month-to-month
0,0,0.04514945771754403,TN,49-72,Two year
0,0,0.06009144268074236,TN,25-48,Two year
0,0,0.017646348321828206,TN,49-72,Two year
0,0,0.29316356684012035,TN,25-48,Month-to-month
0,0,0.2719950572956333,TN,25-48,One year
1,1,0.8834082594446082,TP,0-12,Month-to-month
1,1,0.78216082887993,TP,0-12,Month-to-month
1,0,0.08765657102131372,FN,0-12,Month-to-month
1,0,0.4090540085619963,FN,0-12,Month-to-month
0,0,0.23392564083497722,TN,25-48,Month-to-month
1,0,0.12600760016111165,FN,49-72,One year
1,1,0.5568097013713769,TP,13-24,Month-to-month
1,1,0.8608465656177402,TP,0-12,Month-to-month
0,0,0.017268311327033773,TN,49-72,Two year
0,0,0.07875105040704271,TN,25-48,Two year
0,0,0.09896068987926798,TN,0-12,Month-to-month
0,0,0.36797700784597065,TN,13-24,Month-to-month
0,0,0.012531902942514819,TN,49-72,Two year
0,0,0.16437773252984533,TN,25-48,Month-to-month
0,0,0.07364847576518006,TN,13-24,Month-to-month
0,0,0.018106222791625947,TN,49-72,Two year
0,1,0.7138756990930295,FP,0-12,Month-to-month
0,0,0.012586741698827038,TN,49-72,Two year
0,0,0.11145864582171637,TN,49-72,One year
0,0,0.33655137873794855,TN,25-48,Month-to-month
0,0,0.0939775522173932,TN,49-72,One year
0,0,0.4009051417766422,TN,0-12,Month-to-month
0,0,0.13091510174410034,TN,49-72,Two year
0,1,0.5117799482670614,FP,0-12,Month-to-month
0,0,0.13146419461046127,TN,25-48,One year
0,0,0.08911002275093213,TN,0-12,Month-to-month
0,0,0.14356076077149807,TN,49-72,Two year
1,1,0.5782660395826563,TP,25-48,Month-to-month
0,0,0.049486927650335744,TN,49-72,One year
0,0,0.036515454343425124,TN,49-72,One year
1,0,0.17483138365556916,FN,0-12,Month-to-month
1,0,0.4284424924078214,FN,0-12,Month-to-month
1,0,0.16648790755010268,FN,49-72,Month-to-month
0,0,0.03539237618281602,TN,49-72,Two year
0,0,0.10004220657511033,TN,25-48,Month-to-month
0,0,0.06985478471753565,TN,49-72,Two year
0,0,0.1569682291561917,TN,49-72,One year
0,0,0.48916764491933495,TN,0-12,Month-to-month
1,1,0.6434151933002183,TP,0-12,Month-to-month
0,0,0.3457307369990444,TN,49-72,One year
1,0,0.015177404577514255,FN,49-72,Two year
0,0,0.3685675219330355,TN,25-48,Month-to-month
0,0,0.2866786099407487,TN,0-12,Month-to-month
0,0,0.056915882957662624,TN,25-48,One year
0,0,0.07306907202003182,TN,49-72,One year
0,0,0.0752675817273233,TN,13-24,Month-to-month
1,1,0.754659418485739,TP,0-12,Month-to-month
0,0,0.018811653558263527,TN,49-72,Two year
1,0,0.1404273843030897,FN,49-72,One year
0,0,0.05204477885527177,TN,49-72,One year
0,0,0.10116020171108636,TN,0-12,Month-to-month
0,0,0.0402331291816404,TN,0-12,Two year
0,0,0.2784284042254271,TN,25-48,Month-to-month
0,0,0.48511955367046894,TN,25-48,Month-to-month
0,0,0.08024337781169212,TN,0-12,One year
0,0,0.06831080146113136,TN,25-48,One year
0,0,0.019487397508532765,TN,25-48,Two year
0,0,0.18232968468133773,TN,49-72,One year
0,0,0.017006379140921506,TN,49-72,Two year
0,0,0.14949882824513153,TN,49-72,One year
1,1,0.506864435517692,TP,25-48,Month-to-month
0,0,0.0123647860547547,TN,49-72,Two year
0,0,0.022691292273820853,TN,49-72,Two year
1,1,0.8603131941349931,TP,0-12,Month-to-month
0,1,0.6521264602919745,FP,0-12,Month-to-month
0,1,0.5120221226348608,FP,0-12,Month-to-month
1,1,0.8449273606289744,TP,0-12,Month-to-month
1,0,0.3798725105400438,FN,25-48,Month-to-month
0,0,0.10900913390508488,TN,25-48,Month-to-month
0,0,0.19733694673103616,TN,13-24,Month-to-month
1,0,0.24243987471279682,FN,49-72,One year
0,0,0.4828299125909855,TN,13-24,Month-to-month
0,0,0.11400189455872187,TN,13-24,Month-to-month
0,0,0.01930460220203577,TN,49-72,Two year
0,0,0.017268311327033773,TN,49-72,Two year
0,0,0.0691882579485836,TN,0-12,Month-to-month
0,1,0.5336512548643507,FP,13-24,Month-to-month
0,0,0.05493062640081512,TN,25-48,One year
0,0,0.3881001040087317,TN,0-12,One year
0,1,0.6877397788251235,FP,0-12,Month-to-month
0,0,0.05476702905116981,TN,49-72,One year
1,1,0.7316628091971872,TP,0-12,Month-to-month
1,0,0.317402409859732,FN,49-72,Month-to-month
0,0,0.18430803448151584,TN,13-24,Month-to-month
1,0,0.25281438063864414,FN,13-24,Month-to-month
0,0,0.023827064786414668,TN,49-72,Two year
0,1,0.8976124972648643,FP,0-12,Month-to-month
0,1,0.572856870831717,FP,0-12,Month-to-month
1,1,0.6653325171397912,TP,0-12,Month-to-month
0,0,0.062993847213301,TN,25-48,One year
0,0,0.16776638070790548,TN,13-24,Month-to-month
0,0,0.02091017450364208,TN,25-48,Two year
0,0,0.03570686305865558,TN,25-48,One year
1,1,0.8463881608859949,TP,0-12,Month-to-month
0,0,0.30530459040540553,TN,0-12,Month-to-month
0,0,0.2405706197110035,TN,0-12,Month-to-month
1,1,0.658222454657185,TP,0-12,Month-to-month
1,0,0.2656988538383896,FN,0-12,Month-to-month
1,0,0.12384543867032555,FN,0-12,Month-to-month
0,1,0.8034489261220323,FP,0-12,Month-to-month
0,0,0.016104937462761627,TN,49-72,Two year
0,0,0.026596193258298734,TN,25-48,Two year
1,1,0.8323396784987073,TP,0-12,Month-to-month
0,0,0.04102638516049329,TN,13-24,One year
0,0,0.02131244155211646,TN,49-72,Two year
0,0,0.01771867448131471,TN,49-72,Two year
0,0,0.23253951209685383,TN,25-48,Month-to-month
0,0,0.032623335999365684,TN,49-72,One year
0,0,0.028767376973633733,TN,49-72,Two year
0,0,0.3049969052490945,TN,0-12,Month-to-month
1,0,0.08330168222819877,FN,49-72,Two year
1,0,0.39845124981185764,FN,13-24,One year
0,0,0.02966430071746337,TN,0-12,One year
0,0,0.46884152991861944,TN,25-48,Month-to-month
0,0,0.017006379140921506,TN,49-72,Two year
1,1,0.8421324228491723,TP,0-12,Month-to-month
0,0,0.3538861808083115,TN,25-48,Month-to-month
0,1,0.5558398295121892,FP,13-24,Month-to-month
0,0,0.25378145865982515,TN,13-24,One year
0,0,0.3641287857579291,TN,49-72,One year
0,0,0.0648697668005031,TN,49-72,One year
0,0,0.0559874839246529,TN,25-48,Two year
0,0,0.06857042808871434,TN,0-12,Two year
0,0,0.4932618732486346,TN,0-12,Month-to-month
1,1,0.858049475513106,TP,0-12,Month-to-month
0,0,0.06900296209991495,TN,25-48,One year
0,0,0.3807648143101652,TN,13-24,Month-to-month
1,1,0.7227040336611364,TP,0-12,Month-to-month
0,1,0.5020546399790872,FP,0-12,Month-to-month
1,0,0.3103004321594214,FN,0-12,Month-to-month
0,0,0.09429332895173531,TN,13-24,Month-to-month
0,0,0.0559874839246529,TN,49-72,Two year
0,0,0.02144158992906424,TN,13-24,Two year
0,0,0.07016266076770125,TN,49-72,One year
0,0,0.05923395776990685,TN,49-72,Two year
0,0,0.05145751078081644,TN,49-72,Two year
1,1,0.5061696222668541,TP,0-12,Month-to-month
0,0,0.04109408981825209,TN,49-72,One year
0,0,0.02401920995772483,TN,13-24,Two year
0,0,0.39593507991963894,TN,25-48,Month-to-month
0,0,0.20399394144298125,TN,49-72,Two year
1,1,0.8357215890739405,TP,0-12,Month-to-month
0,0,0.1424115197487808,TN,13-24,Month-to-month
0,0,0.12031423359546403,TN,49-72,Two year
0,0,0.16497962864696078,TN,13-24,Month-to-month
0,0,0.06144886070353063,TN,49-72,Month-to-month
0,0,0.011123953215662414,TN,49-72,Two year
1,1,0.7136523864255081,TP,0-12,Month-to-month
0,0,0.04045761550591834,TN,49-72,Two year
1,0,0.06335745110478541,FN,49-72,One year
1,1,0.5343983796155367,TP,0-12,Month-to-month
0,0,0.4850025440354477,TN,13-24,Month-to-month
1,0,0.24972983036460972,FN,25-48,Month-to-month
0,0,0.016646835646577186,TN,49-72,Two year
0,0,0.4905621335405984,TN,13-24,Month-to-month
0,0,0.015731839533529877,TN,49-72,Two year
0,0,0.1327567943826972,TN,49-72,One year
0,0,0.04873574250147854,TN,49-72,One year
0,0,0.020636100472228764,TN,25-48,One year
0,0,0.39688679767837215,TN,25-48,Month-to-month
0,0,0.15949039570547457,TN,0-12,Month-to-month
0,0,0.07182935875431988,TN,13-24,Month-to-month
0,0,0.3225761289244679,TN,49-72,One year
0,0,0.22358985197328451,TN,0-12,Month-to-month
0,0,0.1560949765225516,TN,49-72,One year
0,0,0.03681694528813738,TN,25-48,One year
1,1,0.8699700240450922,TP,0-12,Month-to-month
0,1,0.8171062282806648,FP,0-12,Month-to-month
0,0,0.04011190276776718,TN,13-24,One year
1,1,0.8413415974515492,TP,0-12,Month-to-month
0,0,0.47107882754189345,TN,0-12,Month-to-month
1,1,0.5354333289308433,TP,25-48,Month-to-month
0,0,0.019881611380874055,TN,13-24,Two year
0,0,0.2007510648450391,TN,25-48,Two year
0,0,0.3859794829528773,TN,25-48,Month-to-month
0,0,0.08628980963257789,TN,25-48,Month-to-month
0,0,0.06307279310159308,TN,25-48,One year
0,0,0.014063814645063235,TN,49-72,Two year
0,0,0.12577700357921337,TN,25-48,Month-to-month
1,1,0.5198004857791474,TP,25-48,Month-to-month
0,0,0.03156618398942174,TN,49-72,Two year
1,1,0.7316628091971872,TP,0-12,Month-to-month
1,0,0.49528938607362244,FN,25-48,Month-to-month
1,1,0.6399237174844137,TP,13-24,Month-to-month
0,0,0.24309831923459568,TN,13-24,Month-to-month
0,0,0.05707198736896698,TN,25-48,One year
1,1,0.6212443672411054,TP,0-12,Month-to-month
0,0,0.35551274551867085,TN,49-72,Month-to-month
0,0,0.07455042561994765,TN,49-72,One year
0,0,0.04301296066172765,TN,49-72,One year
0,0,0.016736779121857715,TN,49-72,Two year
0,0,0.031284193541174156,TN,0-12,Two year
0,1,0.5674625919197441,FP,0-12,Month-to-month
0,0,0.04009241778070583,TN,25-48,One year
1,0,0.07975012061473258,FN,0-12,Month-to-month
0,0,0.2735857345767708,TN,49-72,One year
0,0,0.017500993011076205,TN,49-72,Two year
1,0,0.3820881735993579,FN,25-48,Month-to-month
0,0,0.025793435448637936,TN,0-12,Two year
0,0,0.09557378301133722,TN,0-12,One year
1,1,0.6937673831512938,TP,0-12,Month-to-month
0,0,0.05234821746126904,TN,49-72,One year
1,0,0.05543585056724975,FN,13-24,One year
0,0,0.017502600247486053,TN,49-72,Two year
0,0,0.047540750402352026,TN,49-72,One year
0,0,0.4501363875796627,TN,0-12,Month-to-month
0,0,0.032504559635703395,TN,49-72,Two year
1,1,0.5178825190211898,TP,0-12,Month-to-month
0,0,0.29743110566907344,TN,0-12,Month-to-month
1,0,0.3295569472837711,FN,13-24,Month-to-month
0,0,0.15969603567532978,TN,49-72,Two year
0,0,0.2088934132102473,TN,0-12,Month-to-month
0,0,0.04419692822632532,TN,0-12,One year
1,0,0.09043820019739011,FN,0-12,Month-to-month
0,0,0.04819088665932532,TN,25-48,One year
0,0,0.0378821443753647,TN,25-48,One year
0,0,0.4667874911461382,TN,25-48,Month-to-month
0,0,0.44992249307035115,TN,13-24,Month-to-month
1,0,0.3855757139309665,FN,0-12,Month-to-month
0,0,0.4813351238313724,TN,0-12,Month-to-month
0,0,0.02979038182970909,TN,49-72,Two year
0,0,0.039946189609852426,TN,49-72,One year
0,0,0.013144123340394297,TN,49-72,Two year
0,0,0.2569791166427698,TN,13-24,Month-to-month
0,0,0.21694302221117776,TN,0-12,Month-to-month
1,1,0.9029783788508002,TP,0-12,Month-to-month
0,0,0.25370265562974204,TN,0-12,Month-to-month
1,0,0.1565639286754416,FN,0-12,Month-to-month
1,0,0.19807159908860736,FN,25-48,One year
0,0,0.1842420726025847,TN,13-24,Month-to-month
0,0,0.13964353386700362,TN,0-12,Month-to-month
0,0,0.2226876204338719,TN,0-12,Month-to-month
0,0,0.036095095922424804,TN,25-48,One year
1,1,0.6785724830087828,TP,0-12,Month-to-month
0,1,0.6105416461317644,FP,0-12,Month-to-month
1,1,0.6272191052754398,TP,0-12,Month-to-month
0,0,0.016573397708448383,TN,49-72,Two year
0,0,0.3983282904611603,TN,0-12,Month-to-month
0,0,0.06675109195961679,TN,49-72,One year
0,0,0.10123444782742753,TN,49-72,Two year
0,0,0.3718102505704409,TN,25-48,Month-to-month
0,0,0.37412785128272724,TN,25-48,Month-to-month
0,1,0.8445861224250577,FP,0-12,Month-to-month
1,0,0.2189256526539269,FN,49-72,One year
0,0,0.12123894144375198,TN,13-24,Month-to-month
0,0,0.31086892785555237,TN,0-12,Month-to-month
0,0,0.15492251226297002,TN,49-72,One year
1,1,0.528733574700456,TP,0-12,Month-to-month
0,0,0.01019071531852752,TN,49-72,Two year
1,0,0.42172804285708493,FN,25-48,Month-to-month
0,0,0.022691292273820853,TN,49-72,Two year
0,1,0.6272191052754398,FP,0-12,Month-to-month
0,0,0.1724089397455568,TN,49-72,Month-to-month
0,1,0.783638971688531,FP,0-12,Month-to-month
0,0,0.016736779121857715,TN,49-72,Two year
0,0,0.12356940689991253,TN,25-48,Month-to-month
0,0,0.16579963961395827,TN,25-48,Month-to-month
1,1,0.6082075550760568,TP,0-12,Month-to-month
0,0,0.014859012470013857,TN,0-12,Two year
0,0,0.4446420973399621,TN,25-48,Month-to-month
1,1,0.6158192067285653,TP,0-12,Month-to-month
1,0,0.13790565262792218,FN,13-24,Month-to-month
0,0,0.2177772639691356,TN,25-48,Two year
1,0,0.1393178853921555,FN,25-48,One year
1,1,0.8333823391069534,TP,0-12,Month-to-month
0,0,0.03108769516446214,TN,49-72,Two year
0,0,0.4326308113718511,TN,49-72,Month-to-month
1,1,0.5777574932614037,TP,13-24,Month-to-month
0,0,0.06705569469004888,TN,25-48,One year
0,0,0.16021100373906763,TN,49-72,One year
0,0,0.23419946408196718,TN,13-24,Month-to-month
0,0,0.13350643521458114,TN,49-72,Month-to-month
0,0,0.09128546714721801,TN,49-72,One year
0,1,0.5708760337162797,FP,25-48,Month-to-month
1,1,0.5926592356716036,TP,25-48,Month-to-month
0,0,0.05059916565234915,TN,25-48,One year
1,0,0.1318502261182011,FN,25-48,One year
0,0,0.037708017641110536,TN,49-72,One year
1,1,0.5097626587926112,TP,0-12,Month-to-month
0,0,0.019954495974646467,TN,49-72,Two year
0,0,0.2289319239522317,TN,49-72,One year
0,0,0.38812889078806595,TN,0-12,Month-to-month
0,0,0.24016639113310267,TN,0-12,Month-to-month
0,0,0.04227196887352916,TN,49-72,Two year
1,0,0.04586852986033586,FN,25-48,One year
0,0,0.07723200835597505,TN,0-12,One year
0,0,0.19677472035355217,TN,13-24,Month-to-month
0,0,0.02773319575151284,TN,25-48,Two year
0,0,0.2848686306727081,TN,49-72,One year
0,0,0.45754675731260425,TN,25-48,Month-to-month
0,0,0.01830422399504812,TN,25-48,Two year
0,0,0.44890308682300495,TN,13-24,Month-to-month
0,0,0.013144123340394297,TN,49-72,Two year
1,1,0.9063860120423719,TP,0-12,Month-to-month
0,0,0.03275398714035539,TN,49-72,Two year
0,0,0.09526133558598912,TN,49-72,One year
0,1,0.6857031385102443,FP,0-12,Month-to-month
0,0,0.012724339726731142,TN,49-72,Two year
0,0,0.3453382921082265,TN,13-24,Month-to-month
0,0,0.20471170860528218,TN,25-48,Month-to-month
1,1,0.8518201224487382,TP,0-12,Month-to-month
1,1,0.6153453381618543,TP,0-12,Month-to-month
1,1,0.5114358468849887,TP,25-48,Month-to-month
1,1,0.5598216747614453,TP,49-72,Month-to-month
1,0,0.04543357358538606,FN,25-48,One year
0,1,0.8383497519225833,FP,0-12,Month-to-month
0,0,0.01789401308200549,TN,25-48,Two year
1,1,0.7003976622811479,TP,0-12,Month-to-month
0,0,0.012720262515113349,TN,49-72,Two year
0,0,0.3073220570624269,TN,13-24,Month-to-month
0,1,0.558093673522976,FP,0-12,Month-to-month
1,1,0.7172319939598207,TP,0-12,Month-to-month
0,0,0.08901632613226908,TN,13-24,Month-to-month
1,1,0.6263968088075106,TP,0-12,Month-to-month
0,0,0.025545382213499772,TN,13-24,Two year
1,0,0.4254492843629501,FN,13-24,Month-to-month
0,0,0.09224339735131921,TN,13-24,One year
0,0,0.01789401308200549,TN,49-72,Two year
0,0,0.03956763118527112,TN,49-72,Two year
1,1,0.6282714678789328,TP,0-12,Month-to-month
0,0,0.3535838061426967,TN,25-48,Month-to-month
0,0,0.013165213000705209,TN,49-72,Two year
0,0,0.015271331272247338,TN,49-72,Two year
0,0,0.017646348321828206,TN,49-72,Two year
0,0,0.15546590178697242,TN,0-12,Month-to-month
0,0,0.14356079794749102,TN,0-12,Month-to-month
0,1,0.7431211282857139,FP,0-12,Month-to-month
0,0,0.03541425866871486,TN,25-48,Two year
0,0,0.1912093530647233,TN,25-48,Month-to-month
0,1,0.5325037538854721,FP,0-12,Month-to-month
0,0,0.2502267745558104,TN,25-48,One year
0,0,0.31086632400302766,TN,13-24,Month-to-month
1,1,0.6274332656788499,TP,0-12,Month-to-month
1,0,0.32378277970129493,FN,0-12,Month-to-month
0,0,0.36861934952738284,TN,0-12,Month-to-month
0,0,0.2607299177476889,TN,25-48,Two year
0,0,0.033340604707683,TN,25-48,One year
0,0,0.016700874335199123,TN,49-72,Two year
0,0,0.0873768182109276,TN,25-48,One year
0,0,0.02127894517812687,TN,49-72,Two year
1,1,0.7230956038412298,TP,0-12,Month-to-month
0,0,0.2811747750756193,TN,25-48,Month-to-month
0,0,0.43042316797386193,TN,25-48,Month-to-month
0,0,0.04243925576676731,TN,49-72,Two year
0,0,0.02666854891164272,TN,25-48,Two year
1,0,0.12934668755897116,FN,13-24,One year
0,1,0.5480245630556568,FP,0-12,Month-to-month
0,0,0.4484450809754053,TN,0-12,Month-to-month
0,1,0.8563230360199999,FP,0-12,Month-to-month
1,0,0.4111827643430083,FN,0-12,Month-to-month
1,0,0.475711746804549,FN,13-24,Month-to-month
0,0,0.01771867448131471,TN,49-72,Two year
0,0,0.3192352037886825,TN,0-12,Month-to-month
0,0,0.33924176962175656,TN,25-48,Month-to-month
0,0,0.39975014717008045,TN,13-24,Month-to-month
0,0,0.1421566768291954,TN,49-72,Month-to-month
0,0,0.027755520306856487,TN,49-72,Two year
0,0,0.07202075042054028,TN,49-72,One year
1,0,0.35579809676074164,FN,0-12,Month-to-month
0,0,0.03849391942469962,TN,49-72,Two year
1,1,0.5792185664127781,TP,25-48,Month-to-month
0,0,0.017352372622118063,TN,49-72,Two year
0,0,0.042554126948647165,TN,0-12,One year
0,0,0.3821854191038524,TN,49-72,Month-to-month
0,0,0.0872791026174449,TN,49-72,One year
0,0,0.17740034803836455,TN,0-12,Month-to-month
0,0,0.03553382380414209,TN,25-48,One year
0,0,0.12817976666196604,TN,0-12,Month-to-month
0,0,0.074362024963077,TN,49-72,One year
0,0,0.06519394315104753,TN,0-12,One year
0,0,0.09863819824241649,TN,13-24,Month-to-month
0,0,0.21104996166299816,TN,0-12,Month-to-month
1,0,0.29743110566907344,FN,0-12,Month-to-month
0,0,0.033230724024824104,TN,49-72,Two year
0,0,0.010753484734989455,TN,49-72,Two year
0,0,0.40726837764238577,TN,13-24,Month-to-month
0,0,0.17233476244540114,TN,13-24,One year
1,0,0.2405706197110035,FN,0-12,Month-to-month
0,0,0.03908744792674937,TN,49-72,Two year
0,0,0.03500230400162872,TN,49-72,One year
0,1,0.5181413594542892,FP,0-12,Month-to-month
0,0,0.08922079200078087,TN,49-72,One year
0,0,0.07670458186842902,TN,49-72,One year
0,0,0.02730135588743473,TN,49-72,Two year
0,0,0.026836098870528787,TN,13-24,One year
0,0,0.13881389047476517,TN,13-24,Month-to-month
0,0,0.2831019443902733,TN,0-12,Month-to-month
1,1,0.7808560073012537,TP,0-12,Month-to-month
0,0,0.2483872709605627,TN,49-72,One year
0,0,0.09426335321666084,TN,25-48,One year
0,0,0.02602603499768146,TN,49-72,Two year
0,0,0.21512965624716668,TN,49-72,One year
0,0,0.10482227625199883,TN,13-24,One year
1,1,0.602204011118932,TP,25-48,Month-to-month
0,0,0.067028792938486,TN,25-48,Month-to-month
0,0,0.10260471640850312,TN,49-72,Two year
0,0,0.017956944955282595,TN,49-72,Two year
0,0,0.04395481487127885,TN,49-72,One year
1,0,0.19742741561554597,FN,25-48,One year
0,0,0.047102776836691354,TN,0-12,One year
0,0,0.1121961659905084,TN,49-72,One year
0,1,0.7431211282857139,FP,0-12,Month-to-month
1,0,0.23949059489281804,FN,0-12,Month-to-month
0,0,0.0568873722865435,TN,25-48,One year
0,0,0.03704895426098572,TN,49-72,Two year
0,0,0.052929922188183084,TN,49-72,One year
0,1,0.5365528190759135,FP,13-24,Month-to-month
0,0,0.04298131661171165,TN,49-72,One year
0,0,0.015983192557406295,TN,49-72,Two year
1,1,0.5958084886884397,TP,13-24,Month-to-month
0,0,0.03384421037366249,TN,25-48,One year
1,1,0.5859830721697072,TP,0-12,Month-to-month
0,0,0.016736779121857715,TN,49-72,Two year
0,0,0.014285804683491604,TN,49-72,Two year
1,1,0.5537451025194948,TP,13-24,Month-to-month
0,0,0.03192837964022295,TN,25-48,Two year
0,0,0.21142217410174008,TN,25-48,One year
1,1,0.5206002389776492,TP,0-12,Month-to-month
0,0,0.21314057697852024,TN,0-12,Month-to-month
1,1,0.7002556941092858,TP,0-12,Month-to-month
0,1,0.5343983796155367,FP,0-12,Month-to-month
0,0,0.029998087807332614,TN,49-72,Two year
0,0,0.021916745707993256,TN,49-72,Two year
0,0,0.11890769344249712,TN,25-48,One year
0,0,0.24042572095648937,TN,13-24,Month-to-month
0,0,0.183851708724491,TN,13-24,Month-to-month
0,0,0.44446908433886145,TN,13-24,Month-to-month
0,1,0.511177944266617,FP,0-12,Month-to-month
0,0,0.16149305769232983,TN,25-48,One year
0,0,0.04879549581024437,TN,25-48,One year
0,0,0.07954055523633503,TN,49-72,Two year
1,0,0.26828314271536224,FN,0-12,Month-to-month
0,0,0.05715577955744267,TN,49-72,Two year
0,0,0.127474714444932,TN,25-48,Month-to-month
0,0,0.03568998748870843,TN,49-72,Two year
0,1,0.6231824910978859,FP,0-12,Month-to-month
1,1,0.8103527572475435,TP,0-12,Month-to-month
0,0,0.4330405987420111,TN,0-12,Month-to-month
0,0,0.4187819003846323,TN,25-48,Month-to-month
0,0,0.016104937462761627,TN,49-72,Two year
0,0,0.024053687670861718,TN,49-72,Two year
1,1,0.7229728291332168,TP,0-12,Month-to-month
0,0,0.04297739020569443,TN,13-24,One year
1,1,0.901681183900667,TP,0-12,Month-to-month
0,1,0.5815901309713065,FP,0-12,Month-to-month
0,1,0.7269681306183309,FP,13-24,Month-to-month
1,1,0.5587670239103293,TP,25-48,Month-to-month
0,0,0.4725357023392657,TN,25-48,Month-to-month
0,0,0.1124879238139438,TN,49-72,Two year
0,0,0.030969130835198935,TN,49-72,Two year
0,0,0.3389979085503353,TN,0-12,Month-to-month
0,0,0.054144829404568086,TN,0-12,One year
